Status,Id,Refreshing,Runner,Baker,Counter,Regulator,Has Python,Has Whiteboard,Has Reached Balmers Peak,DNE,Type of Activity Id,Type of Movie Id,Type of GPU Id,Type of Laptop Id,Type of Toaster Id,Type of Deck Id,Type of Whale Id,Type of Star Id,Type of Dog Id
,144046,0,0,0,0,0,1,1,0,0,0.3,0.6,0.3,0.3,0.3,0.3,0.1,0.2,0.1
,144056,0,0,0,0,0,1,1,0,0,0.3,0.4,0.2,0.4,0.3,0.3,0.4,0.3,0.4
,144057,1,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,144059,0,0,0,0,0,1,1,0,1,0.1,0.1,0.2,0.1,0.4,0.3,0.1,0.1,0.1
,144061,0,0,0,0,0,0,1,1,0,0.1,0.4,0.1,0.4,0.1,0.3,0.1,0.1,0.1
,144062,1,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.4,0.3,0.3,0.1,0.2,0.1
,144066,0,0,0,0,0,0,1,0,0,0.3,0.1,0.3,0.1,0.1,0.2,0.1,0.1,0.1
,144067,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
0,144069,0,0,0,0,0,1,1,0,0,0.3,0.5,0.2,0.4,0.3,0.2,0.3,0.2,0.4
,144072,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.3,0.2,0.4
,144078,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144080,0,0,0,0,0,0,0,0,0,0.3,0.4,0.2,0.5,0.3,0.2,0.5,0.3,0.4
,144081,0,0,0,0,0,0,0,0,0,0.3,0.5,0.2,0.3,0.3,0.2,0.1,0.2,0.1
,144082,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144087,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144089,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.5,0.3,0.4
,144092,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144094,1,0,0,0,0,1,1,0,0,0.4,0.1,0.4,0.5,0.1,0.2,0.5,0.1,0.4
,144099,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.3,0.1,0.2,0.4,0.1,0.3
,144105,0,0,0,0,0,0,1,0,0,0.3,0.1,0.3,0.1,0.1,0.3,0.1,0.1,0.1
0,144108,0,0,0,0,0,0,1,0,0,0.3,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,144109,0,0,0,0,0,0,1,0,0,0.2,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1
,144116,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.3,0.2,0.5,0.2,0.4
,144118,0,0,0,0,0,1,1,0,0,0.4,0.1,0.4,0.3,0.1,0.2,0.1,0.1,0.1
0,144125,0,0,0,0,0,1,1,0,0,0.3,0.4,0.4,0.4,0.3,0.2,0.4,0.2,0.4
,144127,0,0,0,0,0,0,1,0,0,0.3,0.1,0.4,0.1,0.1,0.2,0.1,0.1,0.1
,144133,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144135,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144136,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.4,0.2,0.2,0.2,0.4
,144137,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.5,0.3,0.3,0.1,0.2,0.1
,144139,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.1,0.2,0.1
,144140,0,0,0,0,0,1,1,0,0,0.1,0.2,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144144,0,1,0,0,0,1,0,0,1,0.3,0.2,0.2,0.5,0.3,0.2,0.4,0.3,0.4
,144152,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.4,0.3,0.3,0.3,0.2,0.4
,144154,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,0.2,0.2,0.4,0.3,0.4
,144155,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144157,0,0,0,0,0,1,1,0,0,0.3,0.4,0.2,0.3,0.2,0.3,0.1,0.2,0.1
,144161,1,1,0,1,0,1,1,0,0,0.4,0.1,0.4,0.2,0.1,0.2,0.1,0.1,0.1
,144164,0,0,0,0,0,1,1,0,0,0.3,0.4,0.4,0.4,0.3,0.2,0.1,0.2,0.1
,144166,0,0,0,0,0,1,1,0,0,0.1,0.2,0.1,0.1,0.3,0.3,0.1,0.1,0.1
,144170,0,0,0,1,0,0,0,0,0,0.3,0.6,0.4,0.2,0.2,0.2,0.5,0.3,0.4
,144172,0,0,0,0,0,0,0,0,0,0.3,0.2,0.4,0.5,0.3,0.2,0.2,0.2,0.3
,144174,0,0,0,0,0,1,1,0,0,0.3,0.2,0.4,0.5,0.3,0.3,0.3,0.2,0.4
,144176,0,0,0,0,0,1,0,0,1,0.3,0.2,0.2,0.3,0.4,0.2,0.3,0.2,0.4
,144179,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,144180,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,144183,1,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144190,0,0,0,0,0,0,0,0,0,0.1,0.3,0.1,0.4,0.1,0.2,0.5,0.1,0.4
,144191,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.6,0.4,0.2,0.3,0.2,0.4
,144198,0,0,0,0,0,1,1,0,0,0.1,0.6,0.1,0.3,0.1,0.3,0.1,0.1,0.1
,144199,0,1,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.4
,144200,0,0,0,0,0,0,1,0,0,0.3,0.1,0.4,0.1,0.1,0.2,0.1,0.1,0.1
,144203,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144212,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,144213,0,1,0,0,0,1,1,0,0,0.3,0.4,0.3,0.4,0.3,0.3,0.1,0.3,0.1
,144217,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,144218,0,0,0,1,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144219,0,0,0,0,0,1,1,0,0,0.1,0.2,0.1,0.1,0.2,0.2,0.1,0.1,0.1
,144227,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.5,0.1,0.2,0.1,0.1,0.1
,144228,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,144230,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.5,0.3,0.3,0.3,0.2,0.4
,144234,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.1,0.2,0.1
,144235,0,0,0,0,0,0,0,0,0,0.3,0.6,0.4,0.4,0.3,0.3,0.1,0.2,0.1
,144239,0,0,0,0,0,1,1,0,0,0.3,0.5,0.3,0.3,0.3,0.2,0.3,0.2,0.4
,144247,0,0,0,0,0,0,0,0,0,0.3,0.2,0.3,0.2,0.3,0.3,0.2,0.2,0.4
,144248,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.3
,144250,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144254,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,144256,0,0,0,0,0,1,1,0,0,0.3,0.4,0.3,0.6,0.3,0.2,0.5,0.4,0.4
,144259,0,0,0,0,0,0,0,0,0,0.3,0.6,0.5,0.2,0.3,0.2,0.1,0.2,0.1
,144260,0,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,0.3,0.2,0.2,0.2,0.4
,144261,0,0,0,0,0,0,1,0,0,0.3,0.1,0.4,0.1,0.1,0.3,0.1,0.1,0.1
,144262,0,0,0,0,0,1,1,0,0,0.4,0.1,0.4,0.3,0.1,0.2,0.1,0.1,0.1
,144264,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144269,0,0,0,0,0,0,0,0,0,0.4,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,144278,0,0,0,0,0,1,1,0,1,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.1
,144279,0,0,0,0,0,0,1,1,0,0.4,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
0,144287,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.4
,144290,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144292,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.5,0.1,0.2,0.1,0.1,0.1
,144293,0,0,0,0,0,1,1,1,0,0.3,0.6,0.3,0.4,0.3,0.3,0.2,0.2,0.4
,144297,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,144300,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144302,0,0,0,0,0,1,1,0,0,0.3,0.6,0.2,0.3,0.3,0.3,0.1,0.2,0.1
,144303,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
0,144313,0,0,0,0,0,1,0,0,1,0.3,0.2,0.2,0.5,0.3,0.2,0.5,0.2,0.4
1,144316,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.4,0.1,0.3,0.1
,144325,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.5,0.3,0.2,0.5,0.3,0.4
,144328,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,144330,0,0,0,1,0,1,1,0,0,0.3,0.6,0.2,0.3,0.1,0.2,0.1,0.1,0.1
,144338,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.4,0.2,0.2,0.1,0.2,0.1
,144340,0,0,0,0,0,0,0,0,0,0.3,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.4
0,144344,0,0,0,0,0,1,1,0,1,0.3,0.2,0.2,0.4,0.3,0.3,0.4,0.2,0.4
,144345,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144346,0,1,0,0,0,1,1,0,0,0.1,0.6,0.1,0.2,0.1,0.2,0.5,0.1,0.4
,144351,0,0,0,0,0,1,1,0,0,0.3,0.4,0.4,0.2,0.2,0.3,0.3,0.2,0.4
,144352,0,0,0,0,0,1,1,0,0,0.3,0.4,0.4,0.2,0.3,0.2,0.3,0.2,0.4
,144354,0,0,0,0,0,1,1,0,1,0.3,0.6,0.2,0.2,0.2,0.2,0.2,0.4,0.3
,144364,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.4,0.2,0.1,0.1,0.4
0,144367,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.4,0.2,0.1,0.1,0.4
,144368,0,0,0,0,0,1,1,0,1,0.4,0.1,0.3,0.6,0.1,0.2,0.1,0.1,0.1
,144369,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144372,0,0,0,0,0,0,1,0,0,0.4,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,144374,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144377,0,1,0,0,0,1,1,0,0,0.3,0.3,0.3,0.4,0.3,0.2,0.1,0.2,0.1
,144380,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,144382,0,0,0,0,0,0,1,0,0,0.3,0.1,0.4,0.1,0.1,0.3,0.1,0.1,0.1
0,144386,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.4,0.3,0.2,0.1,0.2,0.1
0,144387,0,0,0,1,0,1,1,0,0,0.3,0.3,0.2,0.6,0.4,0.3,0.1,0.2,0.1
,144392,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144394,0,0,0,0,0,1,1,0,1,0.3,0.6,0.4,0.3,0.2,0.2,0.5,0.2,0.4
,144398,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,144399,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144401,0,0,0,0,0,1,1,0,1,0.1,0.1,0.2,0.1,0.4,0.2,0.1,0.1,0.1
,144405,0,0,0,0,0,1,0,1,0,0.3,0.6,0.4,0.5,0.3,0.2,0.5,0.3,0.4
,144406,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.4,0.1,0.3,0.1,0.1,0.1
,144408,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.4,0.3,0.2,0.2,0.2,0.4
,144409,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,144410,1,1,0,0,0,1,1,0,0,0.4,0.1,0.2,0.3,0.1,0.3,0.1,0.1,0.1
,144413,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.5,0.2,0.4
,144417,0,0,0,0,0,1,0,0,0,0.3,0.5,0.2,0.4,0.3,0.2,0.5,0.2,0.4
,144418,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144419,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144422,0,0,0,0,0,0,1,0,0,0.2,0.1,0.2,0.5,0.4,0.2,0.2,0.2,0.4
1,144426,0,0,0,0,0,1,1,0,1,0.3,0.4,0.2,0.3,0.2,0.3,0.5,0.4,0.4
,144427,0,0,0,1,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
1,144434,0,0,0,0,0,1,1,0,0,0.3,0.6,0.2,0.3,0.2,0.3,0.1,0.2,0.1
,144440,0,0,0,0,0,0,1,0,0,0.2,0.1,0.2,0.1,0.1,0.3,0.1,0.1,0.1
0,144441,0,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.4,0.3,0.2,0.4,0.2,0.4
,144442,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3
,144452,0,0,0,1,0,1,1,0,0,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.4
,144453,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,144455,1,1,0,0,0,0,1,0,0,0.3,0.2,0.3,0.4,0.3,0.3,0.1,0.2,0.1
,144460,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144468,0,0,0,0,0,1,0,0,0,0.3,0.1,0.3,0.1,0.1,0.2,0.1,0.1,0.1
1,144469,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.4,0.1,0.3,0.5,0.1,0.4
,144473,0,0,0,1,0,1,1,0,0,0.3,0.5,0.2,0.6,0.3,0.3,0.1,0.4,0.1
,144474,0,0,0,0,0,1,1,0,0,0.1,0.1,0.2,0.1,0.4,0.2,0.1,0.1,0.4
,144476,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144477,0,0,0,0,0,1,1,0,1,0.3,0.2,0.2,0.3,0.3,0.2,0.5,0.2,0.4
,144480,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.4
,144481,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.6,0.4,0.3,0.2,0.2,0.4
,144482,0,0,0,0,0,0,0,0,0,0.1,0.6,0.1,0.4,0.1,0.2,0.2,0.1,0.2
0,144486,0,0,0,0,0,1,0,0,0,0.3,0.3,0.2,0.4,0.2,0.2,0.1,0.3,0.1
,144489,0,0,0,0,0,1,1,0,0,0.3,0.2,0.3,0.4,0.3,0.2,0.3,0.2,0.4
,144498,0,0,0,0,0,1,1,0,0,0.3,0.3,0.3,0.4,0.3,0.3,0.1,0.2,0.1
,144502,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,144504,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.6,0.3,0.3,0.4,0.3,0.4
,144506,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144511,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.4,0.3,0.5,0.2,0.4
,144514,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144516,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.5,0.3,0.2,0.1,0.2,0.1
,144517,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.3,0.3,0.4,0.2,0.4
,144518,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144525,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.6,0.3,0.2,0.5,0.3,0.4
,144533,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
1,144534,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.5,0.3,0.3,0.2,0.2,0.4
,144535,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144537,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144539,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.1,0.2,0.2,0.1,0.1,0.4
,144546,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144547,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144550,1,1,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144557,0,0,0,0,0,0,0,0,0,0.3,0.4,0.2,0.2,0.2,0.2,0.5,0.2,0.4
,144560,0,0,0,0,0,1,1,0,0,0.2,0.2,0.5,0.3,0.2,0.3,0.1,0.5,0.1
,144564,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.4,0.3,0.2,0.2,0.2,0.4
,144565,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144566,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,144570,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
0,144571,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.3,0.2,0.5,0.2,0.4
,144572,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.6,0.3,0.3,0.5,0.3,0.4
,144575,0,0,0,0,0,1,1,0,0,0.4,0.1,0.3,0.3,0.1,0.2,0.1,0.1,0.1
,144578,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144579,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.6,0.1,0.3,0.1,0.1,0.1
,144587,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144588,0,1,0,0,0,1,1,0,0,0.3,0.3,0.3,0.4,0.3,0.3,0.2,0.2,0.4
,144589,0,0,0,0,0,1,1,0,0,0.2,0.2,0.3,0.5,0.3,0.2,0.3,0.2,0.4
,144590,1,0,0,0,0,0,1,0,0,0.3,0.3,0.2,0.4,0.2,0.3,0.1,0.3,0.1
,144594,0,0,0,0,0,1,0,0,1,0.1,0.1,0.3,0.1,0.2,0.2,0.1,0.1,0.3
,144595,0,0,0,1,0,1,1,0,0,0.3,0.3,0.2,0.3,0.2,0.2,0.5,0.3,0.4
,144597,0,0,0,1,0,0,1,0,0,0.4,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,144600,0,0,0,0,0,1,1,0,0,0.4,0.1,0.3,0.3,0.1,0.2,0.1,0.1,0.1
0,144601,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,144603,0,0,0,0,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144605,0,0,0,0,0,0,0,0,0,0.1,0.2,0.1,0.3,0.1,0.2,0.1,0.1,0.1
,144606,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.5,0.1,0.2,0.5,0.1,0.4
,144612,0,1,0,0,0,1,1,0,0,0.3,0.6,0.3,0.5,0.3,0.2,0.1,0.2,0.1
,144616,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144618,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144620,1,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.4,0.4,0.2,0.3,0.2,0.4
,144622,0,0,0,0,0,1,1,0,1,0.2,0.2,0.2,0.4,0.4,0.2,0.3,0.2,0.4
,144629,0,0,0,0,0,1,0,0,0,0.3,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1
,144637,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.4
,144640,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.4,0.1,0.3,0.5,0.1,0.4
,144642,0,0,0,1,0,1,1,0,0,0.4,0.1,0.2,0.3,0.1,0.3,0.1,0.1,0.1
,144643,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144644,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144645,0,1,0,0,0,0,0,0,0,0.1,0.2,0.1,0.1,0.3,0.2,0.1,0.1,0.1
,144648,0,0,0,0,0,1,1,0,0,0.3,0.5,0.4,0.4,0.3,0.2,0.1,0.2,0.1
,144651,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144653,0,0,0,1,0,0,1,0,0,0.4,0.1,0.2,0.5,0.1,0.2,0.1,0.1,0.1
,144663,0,0,0,1,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144665,1,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,144666,1,1,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,144667,0,0,0,0,1,0,0,0,0,0.1,0.2,0.1,0.1,0.3,0.2,0.1,0.1,0.4
,144673,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.3,0.1,0.2,0.1,0.1,0.1
,144674,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,144675,0,0,0,0,0,1,1,1,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144685,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144686,0,0,0,0,0,1,1,0,0,0.2,0.2,0.2,0.3,0.2,0.2,0.2,0.2,0.3
,144687,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.1
,144693,0,0,0,1,0,1,1,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144695,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.3,0.2,0.2,0.2,0.4
,144702,0,0,0,0,0,1,1,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144703,0,0,0,0,0,1,1,0,0,0.3,0.5,0.2,0.3,0.2,0.2,0.2,0.2,0.3
,144704,0,0,0,0,0,0,1,0,0,0.2,0.2,0.2,0.6,0.3,0.3,0.1,0.3,0.1
,144706,0,0,0,0,0,0,1,0,0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.1
,144711,0,0,0,0,0,1,1,0,0,0.3,0.6,0.5,0.4,0.2,0.3,0.3,0.6,0.3
,144717,0,0,0,0,0,1,1,0,0,0.3,0.5,0.3,0.4,0.3,0.3,0.1,0.2,0.1
,144719,0,0,0,0,0,1,1,1,0,0.3,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.4
0,144720,0,0,0,0,0,1,1,0,0,0.3,0.2,0.2,0.5,0.4,0.2,0.2,0.2,0.4
0,144733,0,0,0,0,0,1,1,0,0,0.3,0.6,0.3,0.3,0.3,0.3,0.5,0.2,0.4
,144735,0,0,0,0,0,1,1,0,0,0.3,0.6,0.2,0.6,0.2,0.2,0.5,0.6,0.4
,144737,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.5,0.1,0.2,0.4,0.1,0.3
,144741,0,0,0,0,0,1,1,0,0,0.4,0.1,0.3,0.1,0.1,0.2,0.1,0.1,0.1
,144745,0,0,0,1,0,1,1,0,0,0.1,0.5,0.1,0.4,0.1,0.2,0.5,0.1,0.4
,144746,0,0,0,0,0,1,1,0,0,0.4,0.1,0.2,0.3,0.1,0.3,0.1,0.1,0.1
1,144748,0,0,0,0,0,1,1,1,0,0.3,0.2,0.2,0.6,0.3,0.3,0.3,0.2,0.4
,144752,0,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0.2,0.2,0.3,0.3,0.4
,144758,0,0,0,0,0,1,0,0,1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144759,0,0,0,0,0,0,1,0,0,0.2,0.2,0.2,0.4,0.3,0.3,0.1,0.3,0.1
1,144765,0,0,0,0,0,0,0,0,0,0.3,0.5,0.3,0.6,0.3,0.3,0.5,0.3,0.4
,144769,0,0,0,0,0,1,1,0,1,0.1,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.2
,144773,0,0,0,0,0,1,1,0,0,0.2,0.2,0.3,0.4,0.3,0.3,0.2,0.2,0.4
,144779,0,0,0,0,0,1,1,0,0,0.3,0.4,0.3,0.3,0.2,0.3,0.1,0.2,0.1
0,144782,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
,144787,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
,144789,0,0,0,0,0,1,1,0,0,0.3,0.3,0.2,0.4,0.3,0.3,0.1,0.2,0.1
